pmid,citation_count,relative_citation_ratio,nih_percentile,openalex_journal_name,openalex_2yr_mean_citedness
42019647,0,,,Brain Pathology,2.912133891213389
42019312,0,,,Annals of Physical and Rehabilitation Medicine,1.6044444444444443
42018978,0,,,JMIR Research Protocols,1.3569494584837545
42017829,,,,SLEEP,0.6700276789244761
42017426,0,,,Current Protocols,2.0229132569558104
42017188,,,,International Journal of Women s Health,1.3751119068934647
42016647,,,,Clinical Case Reports,0.6810912511759172
42016325,,,,Biological Psychiatry Global Open Science,1.9085106382978723
42015237,0,,,Pilot and Feasibility Studies,1.4740406320541761
42015188,0,,,Journal of Translational Medicine,7.425094645754462
42013972,0,,,The American Journal of Cardiology,2.089108910891089
42013825,,,,Hämostaseologie,0.6232258064516129
42012216,0,,,Journal of Rehabilitation Medicine,2.4161073825503356
42011214,0,,,EClinicalMedicine,11.039095907147221
42011141,0,,,British Journal of Radiology,2.375714285714286
42010493,0,,,BMC Gastroenterology,2.599896747547754
42010131,0,,,Neurological Sciences,1.9123819517313747
42008509,0,,,PLoS ONE,2.869423026942736
42007006,1,,,American Heart Journal Plus Cardiology Research and Practice,1.2239467849223946
42005246,0,,,Cureus,1.0330465902748136
42005189,0,,,Cureus,1.0330465902748136
42004876,0,,,Clinical Case Reports,0.6810912511759172
42004523,0,,,Preventive Medicine Reports,2.4326086956521737
42004496,0,,,Brain Behavior & Immunity - Health,3.0633397312859887
42004170,0,,,Blood Vessels Thrombosis & Hemostasis,1.489247311827957
42001973,0,,,Respiratory Medicine,2.023481781376518
42001563,0,,,Clinics,1.7338235294117648
42000587,0,,,Journal of Infection and Public Health,3.366906474820144
41999975,0,,,Clinical Nutrition ESPEN,0.8936331480545731
41999044,0,,,Physiological Reports,2.0295639320029566
41998149,0,,,Scientific Reports,4.5504155853924555
41998026,1,,,Scientific Reports,4.5504155853924555
41997565,0,,,Journal of Cardiovascular Magnetic Resonance,0.5823353293413174
41993998,0,,,Frontiers in Allergy,2.2509803921568627
41993644,0,,,Frontiers in Neurology,2.74664076412498
41993604,0,,,Journal of Patient Experience,1.3193717277486912
41991969,0,,,Scientific Reports,4.5504155853924555
41991929,0,,,Scientific Reports,4.5504155853924555
41991875,0,,,MMW - Fortschritte der Medizin,0.06597774244833068
41991850,0,,,MMW - Fortschritte der Medizin,0.06597774244833068
41991561,0,,,Scientific Reports,4.5504155853924555
41990483,0,,,Clinics,1.7338235294117648
41990061,0,,,The Journal of Infection in Developing Countries,1.5031152647975077
41990057,0,,,The Journal of Infection in Developing Countries,1.5031152647975077
41990050,0,,,The Journal of Infection in Developing Countries,1.5031152647975077
41982416,0,,,Frontiers in Neurology,2.74664076412498
41980947,0,,,Nature Communications,16.04748384570198
41979291,0,,,Annals of Cardiac Anaesthesia,0.9656357388316151
41979136,0,,,PubMed,0.5101321945381352
41978821,0,,,Open Forum Infectious Diseases,0.961839814277423
41977143,0,,,International Journal of Molecular Sciences,6.027680336756171
41976966,0,,,Journal of Clinical Medicine,3.3100320659642692
41976810,0,,,Journal of Clinical Medicine,3.3100320659642692
41976779,0,,,Journal of Clinical Medicine,3.3100320659642692
41975732,0,,,Diagnostics,3.4673632452366316
41975411,0,,,BMC Medicine,7.009972299168975
41975387,0,,,BMC Complementary Medicine and Therapies,3.970383275261324
41975235,0,,,Communications Medicine,5.079787234042553
41975034,0,,,Nature Reviews Neurology,14.174846625766872
41974432,0,,,PubMed,0.5101321945381352
41973786,0,,,Rehabilitation Psychology,0.9734513274336283
41973527,0,,,Current Sports Medicine Reports,1.03125
41973314,0,,,Current Pain and Headache Reports,5.121794871794871
41972671,0,,,Cells,5.838538709066818
41972558,1,,,Biology,3.2425704851409702
41971988,0,,,iScience,4.310123262522948
41971730,0,,,Frontiers in Pediatrics,1.6751281425433244
41971233,0,,,Journal of Tropical Medicine,2.1445086705202314
41969992,0,,,Research Square,0.19077358788617335
41969541,1,0.11946810652781097,8.4,Wellcome Open Research,1.1556967771221063
41969525,0,,,Frontiers in Cellular Neuroscience,4.776869158878505
41967005,0,,,Clinical Infectious Diseases,5.244321329639889
41966782,0,,,International Immunopharmacology,5.366705698672912
41966515,1,,,International Journal of Infectious Diseases,2.258951738453555
41965729,2,,,Journal of Translational Medicine,7.425094645754462
41965722,0,,,BMC Medicine,7.009972299168975
41964305,0,,,Workplace Health & Safety,1.330316742081448
41963730,0,,,EMBO Reports,5.013253012048192
41962975,0,,,BMJ Open,2.2642992680943346
41962966,0,,,BMJ Paediatrics Open,2.118601747815231
41962858,0,,,International Journal of Infectious Diseases,2.258951738453555
41961726,0,,,Medicine,1.78744344789269
41960594,0,,,Journal of Clinical and Translational Science,0.5625316455696202
41959563,0,,,Frontiers in Cellular and Infection Microbiology,4.283258397249405
41958909,0,,,Frontiers in Nutrition,3.91661594643944
41958356,0,,,Epigenomics,2.7
41957521,0,,,Journal of Human Hypertension,2.2222222222222223
41956393,0,,,Clinical Microbiology and Infection,4.213849287169043
41955274,0,,,The Journal of Physiology,3.1583143507972666
41954230,0,,,PM&R,0.6422222222222222
41953063,0,,,PubMed,0.5101321945381352
41952397,0,,,Annals of Medicine,3.6695610226724553
41951954,0,,,Journal of Racial and Ethnic Health Disparities,1.4257510729613734
41951431,0,,,medRxiv,0.7023645125834906
41951239,0,,,BMJ,4.057281161758774
41947189,0,,,BMC Psychology,3.7609494207403222
41947042,1,,,Clinical Proteomics,3.9393939393939394
41946631,0,,,Zeitschrift für Evidenz Fortbildung und Qualität im Gesundheitswesen,0.9305555555555556
41944489,0,,,Nucleosides Nucleotides & Nucleic Acids,1.3047210300429184
41943240,0,,,Immunity Inflammation and Disease,3.6508563899868247
41943185,0,,,Journal of Neuropsychiatry,1.9813664596273293
41943096,0,,,Health and Quality of Life Outcomes,3.011204481792717
41942401,0,,,Clinical & Experimental Allergy,2.1022364217252396
41941341,0,,,Current Cardiology Reviews,1.8874458874458875
41941235,0,,,CNS & Neurological Disorders - Drug Targets,1.9552845528455285
41940188,0,,,Brain Communications,3.928393005828476
41940032,2,,,Frontiers in Physiology,3.5826057756883816
41939860,0,,,Frontiers in Immunology,5.004082326926348
41939224,0,,,Frontiers in Human Neuroscience,3.1730103806228374
41939132,0,,,Frontiers in Cellular Neuroscience,4.776869158878505
41938682,0,,,Cureus,1.0330465902748136
41936816,0,,,Academic Pediatrics,1.0661241098677519
41934458,0,,,JACC Case Reports,0.3573709419904204
41934423,1,,,The Indian Journal of Medical Research,4.634799235181644
41934421,0,,,The Indian Journal of Medical Research,4.634799235181644
41933948,0,,,Journal of physiotherapy,1.8047945205479452
41933448,0,,,Chronic Respiratory Disease,2.9421487603305785
41933338,0,,,Journal of Translational Medicine,7.425094645754462
41933051,0,,,Scientific Reports,4.5504155853924555
41933012,0,,,Scientific Reports,4.5504155853924555
41932971,0,,,Scientific Reports,4.5504155853924555
41932347,0,,,The Lancet Infectious Diseases,11.028439661798616
41932346,0,,,The Lancet Infectious Diseases,11.028439661798616
41932118,0,,,JACC Advances,3.069192751235585
41930109,0,,,Frontiers in Medicine,2.3192314174953648
41928318,0,,,Systematic Reviews,5.220588235294118
41926942,0,,,Laryngo-Rhino-Otologie,0.34606741573033706
41926941,0,,,Laryngo-Rhino-Otologie,0.34606741573033706
41926871,0,,,Patient Education and Counseling,1.8888024883359253
41926033,0,,,Neurology and Therapy,3.586374695863747
41924744,0,,,Frontiers in Medicine,2.3192314174953648
41924648,0,,,Risk Management and Healthcare Policy,2.9094827586206895
41924624,,,,Frontiers in Cardiovascular Medicine,2.22259344330758
41922885,,,,Molecular Imaging and Biology,2.02262443438914
41921919,0,,,Complementary Therapies in Medicine,3.28
41921044,1,,,Physiological Reviews,18.495652173913044
41920383,0,,,Quality of Life Research,3.126855600539811
41919824,0,,,Revista Latino-Americana de Enfermagem,0.6847682119205298
41918727,0,,,Frontiers in Immunology,5.004082326926348
41918009,0,,,Systematic Reviews,5.220588235294118
41917225,0,,,Communications Medicine,5.079787234042553
41915390,0,,,JAMA Network Open,8.62640406216341
41915009,2,,,International Forum of Allergy & Rhinology,1.7806563039723662
41914537,0,,,Sociology of Health & Illness,1.3043478260869565
41914490,0,,,The Journal of Infectious Diseases,3.622584541062802
41914122,0,,,PubMed,0.5101321945381352
41913858,0,,,Cureus,1.0330465902748136
41912751,0,,,Scientific Reports,4.5504155853924555
41912667,0,,,Scientific Reports,4.5504155853924555
41912113,0,,,Journal of Affective Disorders,4.493435234175975
41911688,0,,,Pneumologie,0.1355111917725348
41911555,0,,,Annals of Internal Medicine,4.44213104715248
41911553,0,,,Annals of Internal Medicine,4.44213104715248
41910866,0,,,Clinical Autonomic Research,2.474418604651163
41909842,0,,,Frontiers in Cellular and Infection Microbiology,4.283258397249405
41908724,0,,,Preventive Medicine Reports,2.4326086956521737
41908129,0,,,Frontiers in Psychiatry,3.1520847573479154
41907807,2,,,Clinical ophthalmology,2.0098360655737704
41906767,0,,,Journal of Alzheimer s Disease,2.7555859553123576
41906594,0,,,European Journal of Immunology,3.06656346749226
41906071,0,,,BMC Pulmonary Medicine,2.7603458925262507
41905866,0,,,Journal of the Neurological Sciences,0.8528720188108835
41904442,0,,,BMC Infectious Diseases,2.809686495176849
41903617,0,,,Free Radical Biology and Medicine,3.284969025105967
41901562,1,,,Medicina,3.0787769784172663
41900303,0,,,Microorganisms,4.493219849971148
41899272,0,,,Journal of Clinical Medicine,3.3100320659642692
41899187,0,,,Journal of Clinical Medicine,3.3100320659642692
41899098,1,,,Journal of Clinical Medicine,3.3100320659642692
41898534,0,,,International Journal of Molecular Sciences,6.027680336756171
41898515,0,,,International Journal of Molecular Sciences,6.027680336756171
41897690,0,,,Diagnostics,3.4673632452366316
41895458,0,,,Autoimmunity Reviews,7.069879518072289
41892727,0,,,Journal of Cardiovascular Development and Disease,2.1461794019933556
41892619,0,,,Brain Sciences,3.611967361740707
41892294,1,,,Cells,5.838538709066818
41891415,0,,,PubMed,0.5101321945381352
41891406,0,,,PubMed,0.5101321945381352
41890193,1,,,Frontiers in Endocrinology,4.300598631698974
41887765,0,,,Journal of Epidemiology & Community Health,2.6109660574412534
41884931,0,,,Indian Journal of Ophthalmology,1.2827102803738317
41884792,0,,,Therapeutic Advances in Infectious Disease,2.3916666666666666
41884491,0,,,EClinicalMedicine,11.039095907147221
41883910,0,,,Cureus,1.0330465902748136
41883830,0,,,Frontiers in Public Health,3.205230031470103
41883772,0,,,World Journal of Critical Care Medicine,1.8622448979591837
41882254,0,,,Scientific Reports,4.5504155853924555
41882228,0,,,Scientific Reports,4.5504155853924555
41881896,0,,,Journal of the Neurological Sciences,0.8528720188108835
41881283,0,,,Complementary Therapies in Medicine,3.28
41881023,6,5.999982812082557,,Cell Reports Medicine,10.948364888123924
41880671,,,,Health Psychology Review,7.037037037037037
41880397,0,,,Anais da Academia Brasileira de Ciências,1.2332065906210392
41880292,0,,,PLoS ONE,2.869423026942736
41879691,0,,,La Tunisie Médicale,0.4223826714801444
41878441,0,,,Frontiers in Immunology,5.004082326926348
41878417,1,,,Frontiers in Immunology,5.004082326926348
41878409,0,,,PubMed,0.5101321945381352
41878230,0,,,Neuropsychiatric Disease and Treatment,2.7255244755244754
41878050,0,,,Medicine and Pharmacy Reports,1.5396825396825398
41878039,0,,,Frontiers in Psychology,3.2746041466188434
41877909,0,,,Infection and Drug Resistance,2.4837239583333335
41877761,0,,,Frontiers in Rehabilitation Sciences,2.151624548736462
41877330,0,,,BMJ Open,2.2642992680943346
41876840,0,,,Scientific Reports,4.5504155853924555
41876788,0,,,Scientific Reports,4.5504155853924555
41876769,0,,,Communications Medicine,5.079787234042553
41876107,0,,,The Annals of Family Medicine,1.4231404958677687
41875623,0,,,The Brazilian Journal of Infectious Diseases,0.14831804281345565
41875425,0,,,JMIR Research Protocols,1.3569494584837545
41875257,0,,,Scandinavian Journal of Primary Health Care,1.7389705882352942
41874968,0,,,Cerebral Cortex,3.8520408163265305
41874331,0,,,Expert Review of Respiratory Medicine,2.7220447284345046
41873998,0,,,Advances in respiratory medicine,2.6621621621621623
41873548,0,,,Applied Neuropsychology Adult,1.258312020460358
41872922,0,,,Respiratory Research,5.172294372294372
41870982,0,,,Archivos Argentinos de Pediatria,0.23465703971119134
41870866,1,,,Journal of Endocrinological Investigation,3.174927113702624
41869567,1,,,iScience,4.310123262522948
41869098,0,,,Cureus,1.0330465902748136
41868855,0,,,Frontiers in Psychiatry,3.1520847573479154
41864480,0,,,Clinical Immunology,2.6290076335877863
41862917,0,,,BMC Health Services Research,3.4895074000441793
41862909,0,,,Virology Journal,3.788702928870293
41861186,0,,,Medicine,1.78744344789269
41861144,0,,,European Journal of Public Health,0.41331702202027265
41860534,0,,,JAMA,8.290889603429797
41860269,0,,,médecine/sciences,0.38047138047138046
41860011,0,,,Health Expectations,3.006066734074823
41859790,0,,,Terapevticheskii arkhiv,1.0736543909348442
41859675,0,,,EClinicalMedicine,11.039095907147221
41859298,1,,,ImmunoTargets and Therapy,4.6395939086294415
41859087,0,,,Frontiers in Immunology,5.004082326926348
41859055,0,,,Infection and Drug Resistance,2.4837239583333335
41857445,0,,,Journal of General Internal Medicine,1.976976976976977
41857005,0,,,Scientific Reports,4.5504155853924555
41856572,0,,,European Respiratory Journal,8.089583333333334
41856465,0,,,International Journal of Infectious Diseases,2.258951738453555
41856461,0,,,International Journal of Infectious Diseases,2.258951738453555
41856437,0,,,Journal of Infection,6.312954876273653
41855420,0,,,Journal of Global Health,4.597280334728033
41852926,0,,,EClinicalMedicine,11.039095907147221
41852924,0,,,Case Reports in Ophthalmology,0.6085790884718498
41852795,0,,,Clinical Neurophysiology Practice,1.3641618497109826
41852583,1,,,Biochemistry and Biophysics Reports,1.7025986525505294
41852283,0,,,Pain,4.291799787007455
41851917,0,,,Perspectives in Public Health,1.0
41851212,0,,,Scientific Reports,4.5504155853924555
41851162,1,,,Scientific Reports,4.5504155853924555
41850429,1,,,Mayo Clinic Proceedings,1.921435499515034
41849271,0,,,PLoS ONE,2.869423026942736
41849004,0,,,Wiener Medizinische Wochenschrift,0.837037037037037
41848886,1,,,Pulmonology,2.665236051502146
41848877,0,,,Lung,4.092050209205021
41848128,0,,,La Tunisie Médicale,0.4223826714801444
41847505,0,,,Frontiers in Pediatrics,1.6751281425433244
41846805,0,,,Journal of Pharmacy And Bioallied Sciences,1.1845699520118125
41845376,0,,,BMC Medicine,7.009972299168975
41845161,0,,,Infection,3.819602272727273
41843047,0,,,Der Nervenarzt,1.0607594936708862
41841761,0,,,Microbiology Spectrum,3.4680232558139537
41841065,,,,Cureus,1.0330465902748136
41840550,0,,,BMC Pediatrics,2.193053016453382
41840532,0,,,BMC Geriatrics,3.6377473363774735
41840063,0,,,European Journal of Pediatrics,2.4442604856512142
41840047,1,,,European Journal of Nuclear Medicine and Molecular Imaging,4.47766323024055
41840045,0,,,European Journal of Pediatrics,2.4442604856512142
41836927,,,,Frontiers in Medicine,2.3192314174953648
41836919,,,,Imaging Neuroscience,3.671747967479675
41836412,0,,,Frontiers in Immunology,5.004082326926348
41835098,0,,,Frontiers in Rehabilitation Sciences,2.151624548736462
41832936,0,,,Acta Physiologica,3.3812260536398466
41832317,0,,,Scientific Reports,4.5504155853924555
41830750,0,,,Journal of Psychosomatic Research,1.7310215557638238
41828637,0,,,International Journal of Molecular Sciences,6.027680336756171
41828537,0,,,International Journal of Molecular Sciences,6.027680336756171
41828512,0,,,International Journal of Molecular Sciences,6.027680336756171
41827411,0,,,Journal of Clinical Medicine,3.3100320659642692
41827401,0,,,Journal of Clinical Medicine,3.3100320659642692
41827282,0,,,Journal of Clinical Medicine,3.3100320659642692
41827265,0,,,Journal of Clinical Medicine,3.3100320659642692
41827222,0,,,Journal of Clinical Medicine,3.3100320659642692
41827167,0,,,Journal of Clinical Medicine,3.3100320659642692
41826684,0,,,Communications Medicine,5.079787234042553
41826293,1,,,Nature Communications,16.04748384570198
41826107,0,,,Journal of Nutrition,2.5978169605373638
41825800,0,,,Value in Health,0.2574845220931219
41825703,0,,,American Journal of Obstetrics and Gynecology,1.7915876027830486
41825193,0,,,Vaccine,3.0454545454545454
41824803,0,,,Critical Care Explorations,2.0338983050847457
41824763,0,,,Medwave,0.34488734835355284
41824486,0,,,PLoS ONE,2.869423026942736
41824149,0,,,Current Neurology and Neuroscience Reports,5.564705882352941
41824013,0,,,Quality of Life Research,3.126855600539811
41823998,0,,,Physiology International,1.28
41823400,0,,,Scandinavian Journal of Primary Health Care,1.7389705882352942
41823222,2,,,Journal of Extracellular Vesicles,18.472616632860042
41822518,2,,,Frontiers in Immunology,5.004082326926348
41822471,1,,,Frontiers in Immunology,5.004082326926348
41821730,0,,,Frontiers in Endocrinology,4.300598631698974
41821578,0,,,Case Reports in Infectious Diseases,0.24253731343283583
41820938,0,,,BMC Pulmonary Medicine,2.7603458925262507
41820731,1,,,Journal of Occupational Rehabilitation,2.2452107279693485
41819160,1,,,International Journal of Infectious Diseases,2.258951738453555
41819071,0,,,Developmental Cell,10.0
41816409,0,,,Journal of Thoracic Disease,1.8945046129161653
41816007,0,,,Bioinformatics Advances,2.230344827586207
41815827,0,,,3 Biotech,2.86003861003861
41814585,1,,,Annals of Medicine,3.6695610226724553
41814565,0,,,Health Expectations,3.006066734074823
41814525,0,,,European Journal of Neurology,4.01520572450805
41814473,0,,,Pulmonary Medicine,1.4318181818181819
41813046,1,,,BMJ Open,2.2642992680943346
41812698,0,,,Virus Research,3.4691943127962084
41809434,0,,,Brain Communications,3.928393005828476
41809293,0,,,Cureus,1.0330465902748136
41809272,0,,,Cureus,1.0330465902748136
41808916,0,,,Brain Behavior & Immunity - Health,3.0633397312859887
41808838,0,,,Frontiers in Immunology,5.004082326926348
41806535,0,,,Brazilian Journal of Otorhinolaryngology,1.2492997198879552
41804577,0,,,Monaldi Archives for Chest Disease,0.6676923076923077
41803837,0,,,BMC Infectious Diseases,2.809686495176849
41803812,0,,,BMC Infectious Diseases,2.809686495176849
41803387,0,,,Scientific Reports,4.5504155853924555
41802947,0,,,Journal of allied health,0.0
41802462,0,,,Acta Otorrinolaringologica (English Edition),0.5511363636363636
41798842,0,,,Frontiers in Nutrition,3.91661594643944
41798697,0,,,Frontiers in Psychiatry,3.1520847573479154
41797493,0,,,Journal of Motor Behavior,0.972027972027972
41797448,0,,,Dialogues in Clinical Neuroscience,3.0980392156862746
41797113,0,,,Journal of the Neurological Sciences,0.8528720188108835
41796425,1,,,International Urology and Nephrology,1.7203898050974513
41796205,0,,,Scientific Reports,4.5504155853924555
41795913,0,,,Immunology and Cell Biology,1.7222222222222223
41795493,0,,,EXPLORE,1.255079006772009
41795402,1,,,Journal of Psychosomatic Research,1.7310215557638238
41794369,0,,,Mucosal Immunology,5.096666666666667
41791802,0,,,Neuropsychological Rehabilitation,1.4948453608247423
41791789,0,,,BMJ Open,2.2642992680943346
41791507,0,,,The American Journal of the Medical Sciences,0.31186440677966104
41790803,0,,,Revista da Escola de Enfermagem da USP,0.5275590551181102
41790576,0,,,Journal of Neuropathology & Experimental Neurology,1.752717391304348
41790479,0,,,Clinical Neuropharmacology,1.1964285714285714
41789716,0,,,Clinical Trials,2.0918367346938775
41789368,0,,,BMJ Public Health,1.941812136325852
41788717,0,,,Frontiers in Medicine,2.3192314174953648
41788496,0,,,Annals of Intensive Care,6.603305785123967
41788306,0,,,Frontiers in Neuroimaging,1.8020833333333333
41787553,0,,,Journal of Medical Case Reports,0.9463705308775732
41786255,0,,,Journal of Hospital Infection,2.417767106842737
41785725,0,,,EXPLORE,1.255079006772009
41785596,0,,,The Brazilian Journal of Infectious Diseases,0.14831804281345565
41785262,0,,,PLoS ONE,2.869423026942736
41784006,0,,,Acta Neuropsychiatrica,2.372670807453416
41783696,0,,,Frontiers in Public Health,3.205230031470103
41782616,0,,,American Journal of Medicine Open,1.8285714285714285
41782085,0,,,BMC Infectious Diseases,2.809686495176849
41781826,0,,,Journal of College of Physicians And Surgeons Pakistan,0.4641812865497076
41781218,0,,,Intensive and Critical Care Nursing,3.256064690026954
41780984,0,,,Internal Medicine,0.790303738317757
41779988,0,,,PubMed,0.5101321945381352
41779029,0,,,Cardiology in Review,1.1846361185983827
41778966,0,,,The Analyst,2.9809281627463444
41778126,0,,,Frontiers in Public Health,3.205230031470103
41778043,0,,,Frontiers in Medicine,2.3192314174953648
41776429,0,,,BMC Infectious Diseases,2.809686495176849
41776324,3,0.3248233119648673,19.9,npj Cardiovascular Health,4.211678832116788
41776260,0,,,Scientific Reports,4.5504155853924555
41775918,0,,,Communications Medicine,5.079787234042553
41775811,0,,,Scientific Reports,4.5504155853924555
41774869,0,,,Ocular Immunology and Inflammation,1.503576537911302
41774679,0,,,PLoS ONE,2.869423026942736
41773528,0,,,Journal of International Medical Research,1.566837107377648
41772481,0,,,BMC Infectious Diseases,2.809686495176849
41772376,1,,,Alzheimer s & Dementia,1.781132891323148
41771995,0,,,npj Viruses,4.8578680203045685
41771135,0,,,Annals of Internal Medicine,4.44213104715248
41770566,2,,,JAMA Network Open,8.62640406216341
41768981,0,,,EClinicalMedicine,11.039095907147221
41768410,0,,,Frontiers in Rehabilitation Sciences,2.151624548736462
41767634,0,,,Open Forum Infectious Diseases,0.961839814277423
41767632,0,,,Open Forum Infectious Diseases,0.961839814277423
41767530,0,,,Frontiers in Medicine,2.3192314174953648
41767267,0,,,iScience,4.310123262522948
41766190,0,,,Health Expectations,3.006066734074823
41766005,0,,,Scientific Reports,4.5504155853924555
41764705,0,,,Quality of Life Research,3.126855600539811
41764433,1,,,BMC Public Health,4.262539623345143
41764095,0,,,Russian Bulletin of Otorhinolaryngology,0.34024896265560167
41763362,0,,,Virus Research,3.4691943127962084
41763093,0,,,Clinical Neurophysiology,1.2075078206465069
41762695,0,,,Scandinavian Journal of Primary Health Care,1.7389705882352942
41761677,0,,,Neuropsychopharmacology Reports,2.2421052631578946
41761660,0,,,Journal of Leukocyte Biology,3.3327171903881703
41761254,0,,,Clinical Epigenetics,5.001757469244288
41761200,0,,,Journal of Translational Medicine,7.425094645754462
41760134,0,,,Facial Plastic Surgery,1.062937062937063
41759765,2,,,Journal of Nuclear Cardiology,1.4178272980501392
41759499,0,,,Arquivos de Neuro-Psiquiatria,0.1949685534591195
41759016,0,,,Wiadomości Lekarskie,0.6092436974789915
41758880,0,,,PLoS ONE,2.869423026942736
41757808,0,,,Polskie Archiwum Medycyny Wewnętrznej,0.7311669128508124
41757223,0,,,The Lancet Regional Health - Europe,8.166850828729281
41756785,0,,,Frontiers in Cellular and Infection Microbiology,4.283258397249405
41756626,0,,,Frontiers in Nutrition,3.91661594643944
41755466,1,,,Reviews in Medical Virology,4.71830985915493
41754590,0,,,Viruses,3.9637342068320076
41754542,0,,,Viruses,3.9637342068320076
41754532,0,,,Viruses,3.9637342068320076
41754151,3,,,Nutrients,5.556143049413574
41753164,0,,,Journal of Clinical Medicine,3.3100320659642692
41753154,0,,,Journal of Clinical Medicine,3.3100320659642692
41753114,0,,,Journal of Clinical Medicine,3.3100320659642692
41752969,0,,,Life,3.3899786780383794
41752954,0,,,Life,3.3899786780383794
41751924,0,,,International Journal of Molecular Sciences,6.027680336756171
41751338,1,,,Biomedicines,4.495383380168607
41751249,0,,,Biomedicines,4.495383380168607
41750752,0,,,Diagnostics,3.4673632452366316
41750353,0,,,Biomolecules,5.661747751902237
41750136,0,,,Brain Sciences,3.611967361740707
41749635,0,,,Children,2.4606768931093255
41749262,0,,,BMC Medicine,7.009972299168975
41747471,0,,,The Brazilian Journal of Infectious Diseases,0.14831804281345565
41745098,0,,,Diseases,3.4692622950819674
41744352,0,,,Journal of Rehabilitation Medicine,2.4161073825503356
41743613,0,,,British Journal of Occupational Therapy,1.012
41742356,0,,,Psychiatric Services,1.9253472222222223
41742349,0,,,The Pediatric Infectious Disease Journal,1.6916058394160585
41741757,0,,,Communications Medicine,5.079787234042553
41741603,0,,,Scientific Reports,4.5504155853924555
41741003,0,,,European Respiratory Review,9.191616766467066
41740316,0,,,Pharmacological Reviews,25.808290155440414
41739591,0,,,Journal of Intensive Care Medicine,1.949874686716792
41738363,0,,,Psychology Health & Medicine,1.3315602836879432
41737723,0,,,Brain Behavior & Immunity - Health,3.0633397312859887
41737593,1,,,Sports Medicine and Health Science,2.706896551724138
